415196 1972 11 13.10 
417079 1978 3 10.24 
410144 1974 2 16.22 
410144 1973 8 28.15 
417079 1978 8 24.64 
412906 1971 10 22.05 
415869 1972 6 27.52 
415429 1978 4 20.64 
413734 1976 7 27.32 
416276 1975 6 26.09 
411000 1975 12 5.17 
412121 1978 8 25.31 
412019 1970 10 17.51 
413734 1977 10 20.07 
417622 1974 11 17.91 
418910 1975 3 12.49 
411528 1970 3 16.12 
413063 1977 6 27.28 
417622 1974 5 28.18 
412015 1979 4 23.22 
413063 1975 2 14.59 
418910 1978 11 13.15 
416276 1973 10 21.19 
411138 1970 11 10.79 
411048 1979 10 21.37 
416892 1975 7 25.90 
415196 1971 10 22.22 
412598 1974 3 16.40 
419532 1977 6 26.62 
412266 1971 12 15.75 
417336 1977 2 8.73 
412266 1971 4 19.09 
410902 1973 7 26.77 
415618 1977 11 14.03 
412015 1972 9 28.32 
416794 1970 3 10.76 
412598 1970 4 18.08 
415869 1978 8 29.14 
415707 1975 9 22.66 
417622 1976 4 24.08 
412679 1979 7 30.47 
413992 1979 1 0.05 
413280 1976 4 19.17 
413734 1979 10 20.87 
412598 1974 5 23.32 
410832 1977 7 28.14 
411138 1975 2 8.21 
415618 1972 8 27.50 
413420 1973 3 14.25 
411528 1976 5 23.93 
415429 1975 8 27.93 
415272 1978 12 8.01 
411772 1972 4 17.87 
412015 1975 9 25.77 
415272 1972 7 28.43 
419532 1979 5 19.24 
415272 1970 8 29.18 
419532 1973 2 6.31 
410174 1970 10 15.67 
415429 1978 10 21.03 
415707 1978 1 5.25 
413420 1970 7 27.68 
412015 1976 7 27.03 
413873 1975 7 26.47 
411048 1974 9 21.67 
418910 1973 1 4.18 
412797 1975 11 12.01 
415869 1979 9 24.39 
416276 1970 6 25.35 
411000 1972 9 19.99 
417945 1972 2 13.13 
412906 1979 2 11.73 
411048 1972 4 21.24 
410493 1979 7 28.58 
415875 1979 6 22.45 
411048 1971 11 15.32 
411772 1978 3 10.76 
418910 1975 7 26.09 
415618 1973 4 16.26 
413063 1973 5 25.18 
417622 1978 2 12.05 
413734 1976 10 15.60 
410144 1976 10 18.80 
415707 1978 4 22.49 
413280 1975 3 13.79 
410832 1975 7 26.28 
410144 1974 3 21.64 
412598 1979 7 26.78 
412019 1974 1 7.10 
412266 1979 7 26.58 
411528 1973 12 13.41 
410120 1979 6 24.70 
410120 1971 11 12.41 
415707 1975 8 27.62 
418433 1978 3 13.58 
413992 1975 9 20.51 
416892 1971 3 13.75 
413873 1979 9 23.26 
419532 1972 9 25.37 
415869 1970 6 27.00 
415196 1971 8 27.51 
415429 1972 9 27.93 
410498 1979 12 7.53 
413183 1979 5 22.24 
410144 1972 5 24.25 
418692 1971 3 7.01 
416276 1970 8 27.95 
412906 1970 11 15.05 
410120 1979 4 16.91 
416135 1978 2 0.78 
410120 1974 6 26.26 
418692 1979 9 20.77 
412019 1979 3 15.09 
410120 1971 9 22.85 
418433 1978 7 29.44 
413873 1971 11 15.69 
415018 1974 11 12.34 
415018 1979 10 20.59 
412266 1975 12 11.70 
413280 1970 4 18.01 
410832 1975 8 26.89 
415018 1977 2 10.23 
412598 1971 7 28.03 
412598 1976 7 25.43 
417622 1974 3 23.37 
412121 1973 12 6.04 
415875 1971 3 8.36 
413420 1973 5 20.68 
417622 1975 9 25.38 
418433 1979 8 26.41 
412679 1972 9 27.11 
418692 1973 5 16.09 
411528 1978 10 22.55 
411000 1975 9 18.75 
410902 1970 7 26.94 
415707 1975 6 28.04 
418910 1971 7 27.69 
415707 1976 10 15.29 
415875 1970 8 26.91 
416794 1978 4 19.08 
415875 1974 12 3.22 
411528 1971 9 27.26 
415018 1970 1 5.50 
413063 1975 5 26.34 
410120 1978 9 24.36 
418910 1970 7 27.09 
412015 1977 5 25.69 
413992 1978 5 23.14 
411138 1975 4 16.94 
419532 1976 8 27.57 
418201 1973 7 25.99 
418910 1976 6 23.84 
416892 1972 4 20.29 
413992 1972 7 27.18 
418910 1971 11 13.05 
412679 1973 12 11.63 
411528 1977 4 21.28 
416892 1976 12 5.53 
410174 1976 3 14.32 
410832 1970 8 27.99 
416892 1976 2 12.77 
419532 1976 11 6.98 
412019 1979 9 23.99 
410639 1979 10 22.98 
410639 1970 10 21.30 
410498 1971 7 27.57 
417336 1971 11 10.84 
413992 1976 2 12.44 
417622 1970 11 16.75 
410174 1971 4 17.60 
415875 1972 4 16.22 
412797 1973 11 13.29 
410120 1975 8 26.84 
418910 1971 12 9.85 
413734 1971 9 25.81 
412679 1978 9 24.61 
415018 1978 1 3.74 
412015 1976 9 27.10 
410144 1972 8 28.53 
411138 1979 12 8.85 
418692 1977 8 24.42 
419532 1975 12 6.82 
412797 1977 10 18.94 
413420 1976 5 18.52 
411000 1977 2 6.46 
416276 1978 9 25.44 
418201 1972 1 6.39 
410498 1976 9 20.26 
411528 1971 11 17.92 
410498 1977 2 10.29 
410174 1971 2 10.61 
415018 1970 8 28.11 
412598 1977 7 28.28 
410498 1979 5 20.78 
413873 1976 5 20.80 
413420 1978 2 1.54 
417945 1978 10 20.14 
410498 1973 1 5.40 
412598 1974 11 11.17 
419532 1971 1 6.75 
415272 1977 9 28.20 
412797 1973 7 27.65 
413280 1979 4 18.50 
413992 1979 12 7.39 
416892 1976 11 7.24 
412906 1973 4 19.99 
415429 1973 5 22.87 
416135 1974 6 23.29 
415018 1973 7 27.32 
417336 1973 10 18.26 
410174 1979 4 18.32 
411138 1972 3 16.84 
410120 1971 6 26.92 
417336 1977 9 26.30 
415018 1970 4 19.37 
410639 1977 1 7.96 
418433 1978 5 22.75 
412121 1974 11 9.13 
418433 1970 9 24.02 
415618 1979 7 27.46 
411138 1979 7 28.32 
410639 1975 12 13.74 
410498 1978 3 14.34 
419532 1975 2 5.56 
411048 1975 10 19.84 
415869 1972 8 29.30 
410120 1974 7 29.62 
418910 1977 10 19.07 
419532 1974 9 18.81 
413873 1971 10 21.33 
418692 1970 6 21.98 
410832 1975 10 19.53 
410120 1976 8 27.81 
415618 1970 9 26.09 
413280 1971 1 9.84 
413734 1975 6 26.80 
410144 1970 11 16.97 
411528 1979 7 31.00 
413183 1974 2 14.18 
412906 1972 1 13.30 
412906 1973 9 26.36 
415869 1978 6 27.41 
411000 1974 8 22.03 
410120 1976 1 5.90 
413420 1976 4 17.25 
413992 1978 11 11.54 
412121 1971 3 9.67 
415869 1973 5 21.58 
418433 1973 1 2.58 
418433 1978 6 26.84 
413734 1979 12 9.55 
412266 1970 6 25.07 
413063 1972 12 13.37 
411138 1976 4 18.44 
410902 1974 3 19.22 
415272 1974 1 8.18 
416276 1973 9 25.18 
411138 1975 5 21.48 
411048 1976 11 10.33 
415196 1974 5 24.67 
412015 1976 1 13.42 
415618 1971 2 9.87 
415429 1974 9 22.46 
412797 1970 8 28.12 
415875 1979 5 17.39 
415618 1974 8 27.15 
410174 1974 7 26.04 
411528 1971 12 15.67 
410639 1970 1 9.17 
418910 1975 11 13.00 
415869 1979 12 9.57 
415196 1979 6 26.86 
410498 1976 5 20.11 
412121 1972 3 13.50 
413420 1974 10 18.82 
418433 1970 5 21.27 
411138 1974 7 28.51 
418692 1977 3 8.39 
411000 1970 12 6.36 
413734 1978 2 3.48 
410902 1974 5 24.14 
413420 1977 1 0.34 
417622 1975 6 28.83 
417945 1972 12 9.80 
413280 1974 6 27.06 
419532 1972 11 7.53 
410832 1976 3 15.61 
411138 1972 2 9.06 
410639 1973 8 26.83 
413992 1978 3 11.87 
410832 1973 4 15.99 
412015 1976 5 23.26 
412121 1976 11 5.39 
411000 1970 5 19.23 
411000 1975 2 1.81 
413873 1972 1 12.11 
412906 1971 12 14.57 
413063 1972 7 27.61 
412679 1978 12 10.71 
413280 1975 1 8.91 
417079 1974 4 13.70 
412121 1974 5 22.46 
412015 1971 3 19.84 
410902 1976 12 8.39 
412121 1973 6 24.00 
410144 1978 3 18.36 
417336 1970 4 15.52 
410120 1976 2 12.87 
412266 1971 3 15.78 
413992 1973 11 13.73 
418910 1974 6 24.66 
415272 1973 3 16.22 
410498 1972 10 17.59 
416892 1978 10 17.46 
410493 1974 8 25.96 
412906 1974 1 12.10 
413183 1970 6 26.71 
419532 1971 4 16.57 
411138 1973 7 28.11 
413280 1979 1 4.73 
413420 1977 2 9.14 
415618 1975 4 17.56 
412266 1978 5 24.23 
411528 1970 7 29.96 
412019 1975 5 22.27 
411000 1970 3 5.45 
413420 1979 1 -0.47 
415869 1978 5 23.55 
416794 1972 11 8.69 
415869 1977 3 14.68 
415875 1970 6 23.98 
412906 1970 7 28.70 
413063 1975 9 24.87 
412266 1977 6 26.14 
419532 1974 12 5.68 
415875 1977 6 25.04 
417079 1975 8 24.66 
415429 1976 3 17.43 
415429 1975 3 16.70 
411772 1977 6 25.96 
416794 1977 5 23.86 
413063 1971 6 28.07 
411000 1971 7 24.92 
411528 1973 2 12.43 
410174 1974 11 11.99 
412121 1971 1 5.15 
412121 1979 1 -1.60 
413992 1971 3 11.97 
412906 1976 4 21.44 
418692 1970 3 4.19 
412797 1978 1 8.25 
415875 1978 4 16.48 
415018 1975 5 22.30 
415018 1977 11 14.13 
416892 1973 5 21.56 
412019 1978 2 4.17 
410639 1972 6 26.73 
410498 1975 8 24.98 
416276 1973 12 10.53 
411138 1976 9 23.74 
415707 1973 2 8.63 
411138 1970 10 16.78 
416135 1976 1 2.74 
413873 1971 9 24.68 
418910 1978 12 6.92 
413280 1978 12 8.26 
412019 1979 12 9.67 
415707 1977 1 5.06 
413420 1973 12 7.63 
416892 1979 12 7.23 
418433 1973 9 22.51 
410498 1970 1 6.38 
413063 1975 4 23.03 
416276 1971 2 12.36 
415875 1976 3 8.95 
417622 1972 4 26.55 
413183 1977 9 28.61 
417079 1973 1 1.19 
419532 1976 5 18.40 
410144 1976 8 28.34 
418201 1977 9 25.83 
416794 1971 7 28.44 
415429 1978 1 6.12 
415429 1976 10 16.44 
413063 1976 3 19.48 
412797 1979 7 30.45 
410493 1971 12 9.62 
412121 1970 1 2.59 
415196 1977 1 6.36 
412679 1977 11 16.71 
412598 1970 11 11.27 
410174 1972 11 11.05 
415272 1975 1 10.56 
410832 1971 3 14.98 
410144 1972 11 15.31 
417079 1971 12 5.45 
412797 1975 1 7.34 
410144 1978 11 19.30 
416892 1970 5 21.62 
418201 1979 12 7.08 
412019 1979 4 18.26 
417079 1970 7 26.66 
410174 1973 12 9.68 
416135 1974 12 2.77 
416135 1976 10 10.40 
415018 1973 5 21.12 
418433 1978 12 5.51 
416135 1975 1 3.32 
415875 1977 7 27.41 
415429 1977 11 16.89 
411528 1970 6 27.69 
415869 1977 8 29.52 
415707 1976 8 27.72 
410144 1971 1 16.81 
411000 1973 8 24.50 
417622 1976 6 28.84 
413873 1976 7 25.50 
410174 1973 8 24.46 
413280 1978 4 20.99 
418433 1973 4 14.01 
410120 1971 3 12.64 
411138 1976 7 25.63 
413734 1975 9 24.06 
412797 1971 2 9.77 
418910 1973 3 14.90 
416794 1975 5 23.12 
412598 1977 8 27.70 
415196 1974 6 26.95 
410902 1977 6 26.01 
417622 1975 5 28.03 
411048 1971 12 13.56 
410120 1976 9 23.06 
413063 1972 9 28.03 
416892 1978 8 27.20 
410832 1977 1 4.52 
415707 1973 9 24.53 
412906 1977 3 18.17 
410902 1972 1 10.22 
413420 1975 4 16.49 
418692 1970 10 10.83 
418692 1970 5 18.70 
410144 1974 12 13.20 
412015 1976 3 20.14 
417336 1978 9 24.01 
418201 1973 3 11.22 
417622 1972 9 29.47 
410832 1979 9 23.62 
412679 1971 11 16.53 
415429 1973 2 10.66 
413420 1979 4 17.00 
416794 1979 12 9.48 
415196 1979 2 10.54 
411138 1970 9 24.66 
412121 1975 5 19.33 
410832 1976 5 19.97 
415272 1973 5 22.64 
413280 1974 5 25.08 
417945 1975 5 23.24 
412797 1972 6 26.54 
417079 1975 12 6.39 
410120 1970 3 10.28 
417336 1972 8 27.01 
413183 1978 6 27.59 
417945 1979 10 23.13 
411772 1978 4 18.13 
413873 1976 8 26.53 
415875 1979 1 -4.89 
413063 1971 8 27.64 
413420 1979 8 27.54 
410174 1979 5 21.15 
415869 1973 8 27.00 
412906 1977 12 13.32 
412598 1976 6 24.00 
410902 1975 9 22.78 
410902 1971 12 12.69 
416276 1977 5 23.30 
418910 1973 7 26.68 
416892 1974 9 19.81 
412015 1972 8 28.43 
412015 1973 6 26.97 
413183 1974 9 23.35 
411000 1975 4 11.36 
415429 1977 4 19.10 
410498 1974 1 7.73 
413420 1975 1 7.24 
415707 1975 12 8.67 
410493 1978 5 24.06 
416276 1973 3 16.58 
413183 1970 7 28.89 
413992 1971 9 22.42 
410832 1977 10 20.37 
413734 1979 2 6.03 
415196 1979 4 20.94 
410120 1979 7 27.90 
415869 1970 12 12.76 
410832 1971 12 11.73 
410174 1979 11 10.27 
418692 1971 6 23.74 
415018 1974 12 8.43 
410902 1976 9 24.29 
413063 1971 3 20.05 
413734 1973 9 25.74 
411772 1973 11 14.07 
418692 1972 8 23.28 
417622 1975 8 28.74 
412598 1973 2 7.15 
415196 1971 9 25.53 
417622 1975 2 16.83 
413734 1970 9 25.92 
412015 1973 1 10.64 
415618 1977 2 9.91 
411000 1973 7 24.50 
413992 1975 10 18.13 
410174 1976 7 23.37 
415869 1974 4 19.12 
413734 1979 8 27.82 
412906 1978 11 17.53 
418433 1979 12 7.75 
413063 1979 1 10.07 
417945 1971 7 29.23 
413063 1977 3 18.30 
412015 1973 4 20.41 
412266 1975 3 16.37 
411000 1976 4 14.41 
413734 1977 9 27.20 
413183 1974 1 10.74 
411528 1970 8 30.30 
413873 1977 1 5.84 
413420 1975 8 27.56 
412797 1978 10 18.55 
410902 1979 6 25.23 
411000 1972 2 5.74 
412797 1978 4 19.69 
410639 1975 11 17.81 
417945 1979 1 5.90 
411772 1975 8 27.22 
413992 1970 11 9.97 
411138 1975 6 25.98 
416276 1976 1 8.94 
413183 1970 3 13.70 
410639 1978 5 26.22 
417079 1977 10 16.34 
418433 1976 2 11.74 
410498 1972 9 22.80 
418201 1978 9 22.30 
416794 1977 1 1.44 
415196 1972 10 20.93 
413992 1975 12 7.59 
418910 1972 1 7.16 
416276 1974 2 12.55 
412598 1978 10 19.23 
410902 1978 11 15.48 
410493 1971 10 18.50 
415875 1976 7 25.03 
412598 1978 11 12.57 
415272 1978 2 5.53 
418201 1976 8 25.46 
412797 1976 2 12.64 
412906 1973 6 26.77 
410832 1974 4 19.00 
418692 1973 10 15.11 
410902 1974 11 13.01 
410493 1979 6 25.88 
416794 1979 1 0.17 
410902 1970 11 12.70 
412015 1974 11 17.55 
410832 1979 3 15.10 
411528 1978 7 31.19 
419532 1975 1 7.40 
413183 1976 9 25.55 
410902 1971 9 24.67 
410832 1979 11 11.45 
415429 1973 10 22.27 
412598 1976 10 13.82 
410498 1970 9 22.76 
415018 1978 8 28.10 
416276 1971 1 11.68 
413734 1978 4 19.72 
415618 1972 10 18.24 
415018 1974 3 18.16 
412679 1972 2 13.81 
419532 1973 1 2.67 
415875 1974 10 15.15 
411138 1979 6 25.36 
412679 1975 2 13.50 
417079 1979 9 21.75 
415875 1974 11 8.40 
419532 1977 7 29.12 
418433 1971 7 28.00 
410832 1975 6 25.24 
416135 1972 6 23.10 
417336 1972 3 14.09 
417945 1976 3 17.84 
413420 1973 11 14.40 
417336 1971 3 10.97 
411772 1977 12 6.58 
415018 1978 2 4.91 
413992 1977 11 12.63 
416135 1977 2 6.11 
418692 1970 1 0.42 
410120 1973 6 25.24 
415018 1978 5 23.82 
416276 1975 1 11.70 
410174 1977 8 27.59 
413280 1972 2 11.02 
415875 1978 11 7.99 
412906 1972 6 27.41 
411000 1975 3 7.01 
411528 1974 9 24.52 
415429 1978 8 28.85 
413992 1977 4 16.75 
412906 1977 9 28.22 
412266 1971 9 24.89 
413992 1971 11 11.99 
410174 1978 11 14.12 
419532 1971 7 27.96 
416135 1975 12 4.64 
410639 1973 9 26.21 
418910 1973 9 23.61 
411000 1973 5 16.24 
413183 1972 4 22.97 
410902 1978 5 24.26 
415018 1979 12 9.06 
412797 1979 12 7.18 
412906 1973 11 19.74 
410832 1974 2 11.90 
412266 1976 6 24.93 
411000 1972 10 14.22 
413183 1975 6 27.24 
417945 1971 8 26.88 
416794 1974 1 6.12 
413992 1971 4 17.76 
411000 1979 7 25.78 
415707 1977 6 27.93 
416276 1977 11 15.95 
417336 1971 12 5.88 
